,,,,,,,,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Expected,Expected,Expected,Expected,Progression,Progression,Progression,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,,#NAME?
Rk,Player,Nation,Pos,Squad,Comp,Age,Born,MP,Starts,Min,90s,Gls,Ast,G+A,G-PK,PK,PKatt,CrdY,CrdR,xG,npxG,xAG,npxG+xAG,PrgC,PrgP,PrgR,Gls,Ast,G+A,G-PK,G+A-PK,xG,xAG,xG+xAG,npxG,npxG+xAG,Matches,-9999
1279,Driss Khalid,ma MAR,FW,Toulouse,fr Ligue 1,18,1999,1,0,29,0.3,0,0,0,0,0,0,0,0,0.1,0.1,0,0.1,1,0,1,0,0,0,0,0,0.23,0,0.23,0.23,0.23,Matches,abccacf7
1280,Saîf-Eddine Khaoui,tn TUN,MFFW,Troyes,fr Ligue 1,22,1995,32,21,1956,21.7,5,2,7,5,0,1,1,0,4.7,3.9,2.6,6.5,43,72,103,0.23,0.09,0.32,0.23,0.32,0.22,0.12,0.34,0.18,0.3,Matches,796b1c41
1281,Wahbi Khazri,tn TUN,FWMF,Rennes,fr Ligue 1,26,1991,24,23,1918,21.3,9,2,11,6,3,4,8,1,7.8,4.6,3.8,8.4,54,64,146,0.42,0.09,0.52,0.28,0.38,0.36,0.18,0.54,0.22,0.39,Matches,2677a1de
1282,Rani Khedira,de GER,MFDF,Augsburg,de Bundesliga,23,1994,30,27,2275,25.3,1,1,2,1,0,0,8,0,1.4,1.4,0.8,2.2,12,84,32,0.04,0.04,0.08,0.04,0.08,0.05,0.03,0.09,0.05,0.09,Matches,59e4b92e
1283,Sami Khedira,de GER,MF,Juventus,it Serie A,30,1987,26,24,1912,21.2,9,2,11,9,0,0,1,0,3.7,3.7,1.2,4.9,37,83,66,0.42,0.09,0.52,0.42,0.52,0.18,0.06,0.23,0.18,0.23,Matches,38ac43d3
1284,Stefan Kießling,de GER,DFMF,Leverkusen,de Bundesliga,33,1984,8,0,82,0.9,0,0,0,0,0,0,0,0,0.2,0.2,0.2,0.4,0,0,14,0,0,0,0,0,0.21,0.19,0.4,0.21,0.4,Matches,c419e035
1285,Kike,es ESP,FW,Eibar,es La Liga,27,1989,35,28,2460,27.3,8,1,9,8,0,0,5,0,9.4,9.4,0.6,10,32,41,183,0.29,0.04,0.33,0.29,0.33,0.34,0.02,0.36,0.34,0.36,Matches,e897d8ba
1286,Joshua Kimmich,de GER,DF,Bayern Munich,de Bundesliga,22,1995,29,26,2329,25.9,1,10,11,1,0,0,1,0,0.5,0.5,6.2,6.7,79,176,232,0.04,0.39,0.43,0.04,0.43,0.02,0.24,0.26,0.02,0.26,Matches,49296448
1287,Presnel Kimpembe,fr FRA,DF,Paris S-G,fr Ligue 1,21,1995,28,27,2423,26.9,0,0,0,0,0,0,8,2,1.4,1.4,0.2,1.7,36,108,3,0,0,0,0,0,0.05,0.01,0.06,0.05,0.06,Matches,aef6e670
1288,Andy King,wls WAL,MF,Leicester City,eng Premier League,28,1988,11,5,537,6,1,0,1,1,0,0,1,0,0.5,0.5,0.1,0.6,3,13,6,0.17,0,0.17,0.17,0.17,0.09,0.02,0.1,0.09,0.1,Matches,d790907f
1289,Andy King,wls WAL,MF,Swansea City,eng Premier League,28,1988,11,9,715,7.9,2,1,3,2,0,0,1,0,1,1,0.2,1.2,5,38,5,0.25,0.13,0.38,0.25,0.38,0.12,0.03,0.15,0.12,0.15,Matches,d790907f
1290,Joshua King,no NOR,FWMF,Bournemouth,eng Premier League,25,1992,33,27,2453,27.3,8,3,11,6,2,2,3,0,6.5,4.9,4.9,9.8,84,83,215,0.29,0.11,0.4,0.22,0.33,0.24,0.18,0.42,0.18,0.36,Matches,43458538
1291,Simon Kjær,dk DEN,DF,Sevilla,es La Liga,28,1989,20,18,1571,17.5,2,0,2,2,0,0,3,0,1.4,1.4,0.1,1.5,1,34,3,0.11,0,0.11,0.11,0.11,0.08,0.01,0.09,0.08,0.09,Matches,8b8a56ce
1292,Davy Klaassen,nl NED,MFFW,Everton,eng Premier League,24,1993,7,3,251,2.8,0,0,0,0,0,0,0,0,0.1,0.1,0.1,0.2,1,11,4,0,0,0,0,0,0.03,0.04,0.07,0.03,0.07,Matches,15fd5593
1293,Felix Klaus,de GER,MFFW,Hannover 96,de Bundesliga,24,1992,28,25,1981,22,4,2,6,4,0,0,5,0,4.4,4.4,2.1,6.5,48,55,136,0.18,0.09,0.27,0.18,0.27,0.2,0.1,0.29,0.2,0.29,Matches,aeda1f69
1294,Ragnar Klavan,ee EST,DF,Liverpool,eng Premier League,31,1985,19,16,1451,16.1,1,0,1,1,0,0,0,0,0.9,0.9,0.2,1,15,73,5,0.06,0,0.06,0.06,0.06,0.05,0.01,0.06,0.05,0.06,Matches,008a6e6d
1295,Tim Kleindienst,de GER,FWDF,Freiburg,de Bundesliga,21,1995,22,12,1138,12.6,2,3,5,2,0,0,2,0,4.4,4.4,2.3,6.6,24,31,84,0.16,0.24,0.4,0.16,0.4,0.34,0.18,0.53,0.34,0.53,Matches,258a6f4d
1296,Lukas Klostermann,de GER,DF,RB Leipzig,de Bundesliga,21,1996,26,25,2190,24.3,1,0,1,1,0,0,2,0,0.9,0.9,1.6,2.5,32,80,124,0.04,0,0.04,0.04,0.04,0.04,0.07,0.1,0.04,0.1,Matches,ca8033cb
1297,Lukas Klünter,de GER,DFFW,Köln,de Bundesliga,21,1996,19,14,1336,14.8,1,0,1,1,0,0,6,0,2.1,2.1,1.2,3.3,38,41,93,0.07,0,0.07,0.07,0.07,0.14,0.08,0.22,0.14,0.22,Matches,92948149
1298,Robin Knoche,de GER,DF,Wolfsburg,de Bundesliga,25,1992,24,24,2102,23.4,1,2,3,1,0,0,2,0,0.9,0.9,0.4,1.3,17,91,7,0.04,0.09,0.13,0.04,0.13,0.04,0.02,0.05,0.04,0.05,Matches,6bd5cd5d
1299,Anthony Knockaert,fr FRA,MFFW,Brighton,eng Premier League,25,1991,33,27,2421,26.9,3,1,4,3,0,0,4,1,4.1,4.1,3.2,7.3,92,124,153,0.11,0.04,0.15,0.11,0.15,0.15,0.12,0.27,0.15,0.27,Matches,6c679c6d
1300,Törles Knöll,de GER,MFFW,Hamburger SV,de Bundesliga,19,1997,1,0,18,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,Matches,b883006f
1301,Robin Koch,de GER,MFDF,Freiburg,de Bundesliga,21,1996,26,21,1919,21.3,2,1,3,2,0,0,3,0,0.9,0.9,1,1.8,13,36,16,0.09,0.05,0.14,0.09,0.14,0.04,0.05,0.09,0.04,0.09,Matches,ea6bc03a
1302,Kenan Kodro,ba BIH,FWDF,Mainz 05,de Bundesliga,23,1993,8,2,232,2.6,0,0,0,0,0,0,0,0,0.7,0.7,0.2,1,2,4,12,0,0,0,0,0,0.28,0.09,0.38,0.28,0.38,Matches,e82d2807
1303,Hervé Koffi,bf BFA,GK,Lille,fr Ligue 1,20,1996,4,4,360,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,faf873a7
1304,Dominik Kohr,de GER,MF,Leverkusen,de Bundesliga,23,1994,28,18,1664,18.5,1,1,2,1,0,0,9,1,3.9,3.9,1.3,5.2,31,116,52,0.05,0.05,0.11,0.05,0.11,0.21,0.07,0.28,0.21,0.28,Matches,0fbecd11
1305,Seybou Koita,ne NIG,FW,Amiens,fr Ligue 1,23,1994,6,2,212,2.4,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.3,4,7,11,0,0,0,0,0,0.11,0.02,0.13,0.11,0.13,Matches,d3b58e33
1306,Koke,es ESP,MF,Atlético Madrid,es La Liga,25,1992,35,33,2756,30.6,4,4,8,4,0,0,3,0,2.3,2.3,6.7,9,42,237,114,0.13,0.13,0.26,0.13,0.26,0.08,0.22,0.29,0.08,0.29,Matches,55126f3b
1307,Aleksandar Kolarov,rs SRB,DF,Roma,it Serie A,31,1985,35,34,3060,34,2,6,8,2,0,0,3,0,2.5,2.5,9,11.5,147,178,247,0.06,0.18,0.24,0.06,0.24,0.07,0.27,0.34,0.07,0.34,Matches,eda40760
1308,Sead Kolašinac,ba BIH,DF,Arsenal,eng Premier League,24,1993,27,25,2147,23.9,2,4,6,2,0,0,3,0,2.2,2.2,3.5,5.8,68,105,186,0.08,0.17,0.25,0.08,0.25,0.09,0.15,0.24,0.09,0.24,Matches,3935e52e
1309,Vincent Kompany,be BEL,DF,Manchester City,eng Premier League,31,1986,17,17,1394,15.5,1,1,2,1,0,0,6,0,0.8,0.8,0.5,1.3,31,85,3,0.06,0.06,0.13,0.06,0.13,0.05,0.03,0.08,0.05,0.08,Matches,d2bff301
1310,Ibrahima Konaté,fr FRA,DF,RB Leipzig,de Bundesliga,18,1999,16,14,1228,13.6,0,0,0,0,0,0,1,0,0.3,0.3,0.5,0.8,7,51,3,0,0,0,0,0,0.02,0.04,0.06,0.02,0.06,Matches,5ed9b537
1311,Moussa Konaté,sn SEN,FW,Amiens,fr Ligue 1,24,1993,33,28,2472,27.5,13,1,14,11,2,2,8,0,10.2,8.6,1.5,10,46,42,173,0.47,0.04,0.51,0.4,0.44,0.37,0.05,0.42,0.31,0.37,Matches,fcbcbd94
1312,Geoffrey Kondogbia,cf CTA,MF,Valencia,es La Liga,24,1993,31,30,2614,29,4,4,8,4,0,0,12,1,2,2,2.7,4.7,47,182,33,0.14,0.14,0.28,0.14,0.28,0.07,0.09,0.16,0.07,0.16,Matches,cce181df
1313,Bakary Koné,bf BFA,DF,Strasbourg,fr Ligue 1,29,1988,28,27,2462,27.4,1,0,1,1,0,0,3,0,1.1,1.1,0,1.1,4,51,1,0.04,0,0.04,0.04,0.04,0.04,0,0.04,0.04,0.04,Matches,1f713024
1314,Terence Kongolo,nl NED,DF,Huddersfield,eng Premier League,23,1994,13,11,1049,11.7,0,0,0,0,0,0,0,0,0.3,0.3,0.1,0.4,7,36,21,0,0,0,0,0,0.02,0.01,0.03,0.02,0.03,Matches,1f9a3a04
1315,Terence Kongolo,nl NED,DF,Monaco,fr Ligue 1,23,1994,3,3,257,2.9,0,0,0,0,0,0,0,0,0.2,0.2,0.3,0.4,4,7,16,0,0,0,0,0,0.06,0.1,0.16,0.06,0.16,Matches,1f9a3a04
1316,Yevhen Konoplyanka,ua UKR,FWMF,Schalke 04,de Bundesliga,27,1989,27,18,1562,17.4,4,4,8,4,0,0,1,0,5.4,5.4,4.6,10.1,108,50,162,0.23,0.23,0.46,0.23,0.46,0.31,0.27,0.58,0.31,0.58,Matches,d9a5d930
1317,Julian Korb,de GER,DFMF,Hannover 96,de Bundesliga,25,1992,28,28,2336,26,1,1,2,1,0,0,8,0,1.2,1.2,1.6,2.8,28,119,98,0.04,0.04,0.08,0.04,0.08,0.05,0.06,0.11,0.05,0.11,Matches,3dffff26
1318,Laurent Koscielny,fr FRA,DF,Arsenal,eng Premier League,31,1985,25,25,2225,24.7,2,0,2,2,0,0,4,0,1.9,1.9,0.4,2.3,25,124,10,0.08,0,0.08,0.08,0.08,0.08,0.02,0.09,0.08,0.09,Matches,f5efb153
1319,Filip Kostić,rs SRB,FWMF,Hamburger SV,de Bundesliga,24,1992,30,27,2438,27.1,5,1,6,5,0,2,2,0,8.2,6.7,3.2,9.8,90,59,196,0.18,0.04,0.22,0.18,0.22,0.31,0.12,0.43,0.25,0.37,Matches,b1cd37e6
1320,Christian Kouakou,ci CIV,MFFW,Caen,fr Ligue 1,26,1991,19,7,847,9.4,1,1,2,1,0,0,0,0,3.2,3.2,0.4,3.6,17,8,66,0.11,0.11,0.21,0.11,0.21,0.34,0.05,0.39,0.34,0.39,Matches,ce316f8c
1321,Rominigue Kouamé,ml MLI,DFMF,Lille,fr Ligue 1,20,1996,6,1,201,2.2,0,1,1,0,0,0,0,0,0,0,0.5,0.5,7,10,8,0,0.45,0.45,0,0.45,0,0.21,0.21,0,0.21,Matches,86a2ba20
1322,Tomáš Koubek,cz CZE,GK,Rennes,fr Ligue 1,24,1992,34,34,3060,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,dc366c36
1323,Kalidou Koulibaly,sn SEN,DF,Napoli,it Serie A,26,1991,35,35,3066,34.1,5,1,6,5,0,0,5,1,2.6,2.6,0.3,2.9,39,197,7,0.15,0.03,0.18,0.15,0.18,0.08,0.01,0.09,0.08,0.09,Matches,da974c7b
1324,Jules Koundé,fr FRA,DF,Bordeaux,fr Ligue 1,18,1998,18,17,1589,17.7,2,0,2,2,0,0,1,0,1.3,1.3,0.1,1.4,22,63,1,0.11,0,0.11,0.11,0.11,0.07,0,0.08,0.07,0.08,Matches,4d1666ff
1325,Cheikhou Kouyaté,sn SEN,MF,West Ham,eng Premier League,27,1989,33,32,2799,31.1,2,3,5,2,0,0,5,0,2.7,2.7,1.1,3.8,27,66,64,0.06,0.1,0.16,0.06,0.16,0.09,0.04,0.12,0.09,0.12,Matches,8d3c902d
1326,Mateo Kovačić,hr CRO,MF,Real Madrid,es La Liga,23,1994,21,10,992,11,0,1,1,0,0,0,2,0,0.4,0.4,0.4,0.8,27,81,16,0,0.09,0.09,0,0.09,0.03,0.04,0.07,0.03,0.07,Matches,79c0821a
1327,Maksym Koval,ua UKR,GK,La Coruña,es La Liga,24,1992,2,2,120,1.3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,60713cb3
1328,Dawid Kownacki,pl POL,FW,Sampdoria,it Serie A,20,1997,22,6,823,9.1,5,2,7,5,0,0,0,0,2.2,2.2,1,3.2,14,14,79,0.55,0.22,0.77,0.55,0.77,0.24,0.11,0.35,0.24,0.35,Matches,be5e1c4c
1329,Vincent Koziello,fr FRA,MF,Nice,fr Ligue 1,21,1995,15,10,807,9,0,0,0,0,0,0,3,0,0.2,0.2,0.3,0.5,12,44,4,0,0,0,0,0,0.02,0.03,0.06,0.02,0.06,Matches,9a493fb7
1330,Vincent Koziello,fr FRA,MF,Köln,de Bundesliga,21,1995,12,8,789,8.8,1,0,1,1,0,0,3,0,0.2,0.2,0.4,0.6,3,42,14,0.11,0,0.11,0.11,0.11,0.02,0.04,0.06,0.02,0.06,Matches,9a493fb7
1331,Thomas Kraft,de GER,GK,Hertha BSC,de Bundesliga,29,1988,3,3,270,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,bb25c778
1332,Emil Krafth,se SWE,DF,Bologna,it Serie A,22,1994,12,10,946,10.5,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,18,45,34,0,0,0,0,0,0.03,0.01,0.04,0.03,0.04,Matches,77cf6852
1333,Oliver Kragl,de GER,MF,Crotone,it Serie A,27,1990,5,0,99,1.1,0,0,0,0,0,0,0,0,0,0,0.3,0.3,0,4,3,0,0,0,0,0,0,0.29,0.29,0,0.29,Matches,1c17dfe0
1334,Andrej Kramarić,hr CRO,FWMF,Hoffenheim,de Bundesliga,26,1991,34,22,2228,24.8,13,6,19,11,2,2,1,0,9.6,8.1,6,14,81,114,188,0.53,0.24,0.77,0.44,0.69,0.39,0.24,0.63,0.33,0.57,Matches,603cb947
1335,Christoph Kramer,de GER,MF,M'Gladbach,de Bundesliga,26,1991,27,26,2151,23.9,3,0,3,3,0,0,5,0,1.7,1.7,0.5,2.1,34,142,33,0.13,0,0.13,0.13,0.13,0.07,0.02,0.09,0.07,0.09,Matches,496aeede
1336,Ladislav Krejčí,cz CZE,MFFW,Bologna,it Serie A,25,1992,12,2,397,4.4,0,0,0,0,0,0,0,0,0.4,0.4,0.1,0.5,14,9,36,0,0,0,0,0,0.08,0.03,0.11,0.08,0.11,Matches,58027adc
1337,Rene Krhin,si SVN,MF,Nantes,fr Ligue 1,27,1990,18,16,1312,14.6,1,0,1,1,0,0,5,0,1.3,1.3,0.2,1.5,9,36,4,0.07,0,0.07,0.07,0.07,0.09,0.01,0.1,0.09,0.1,Matches,9a506145
1338,Bojan Krkić,es ESP,MF,Stoke City,eng Premier League,26,1990,1,1,71,0.8,0,0,0,0,0,0,0,0,0,0,0,0.1,1,2,3,0,0,0,0,0,0.04,0.04,0.08,0.04,0.08,Matches,9fa0a0b8
1339,Bojan Krkić,es ESP,FWMF,Alavés,es La Liga,26,1990,13,4,441,4.9,0,0,0,0,0,0,0,0,1,1,0.1,1.1,13,18,27,0,0,0,0,0,0.2,0.02,0.22,0.2,0.22,Matches,9fa0a0b8
1340,Michael Krohn-Dehli,dk DEN,MF,La Coruña,es La Liga,34,1983,11,10,728,8.1,0,0,0,0,0,0,2,0,0.3,0.3,0.1,0.4,12,42,19,0,0,0,0,0,0.04,0.01,0.05,0.04,0.05,Matches,1c8dc17d
1341,Michael Krohn-Dehli,dk DEN,MFFW,Sevilla,es La Liga,34,1983,13,5,536,6,1,1,2,1,0,0,0,0,0.2,0.2,0.3,0.5,27,37,27,0.17,0.17,0.34,0.17,0.34,0.04,0.05,0.09,0.04,0.09,Matches,1c8dc17d
1342,Toni Kroos,de GER,MF,Real Madrid,es La Liga,27,1990,27,26,2261,25.1,5,7,12,5,0,0,4,0,2.4,2.4,5.7,8,71,274,64,0.2,0.28,0.48,0.2,0.48,0.09,0.23,0.32,0.09,0.32,Matches,6ce1f46f
1343,Max Kruse,de GER,FW,Werder Bremen,de Bundesliga,29,1988,29,28,2453,27.3,6,6,12,6,0,0,2,0,5.2,5.2,5.1,10.2,63,140,222,0.22,0.22,0.44,0.22,0.44,0.19,0.19,0.37,0.19,0.37,Matches,f9446dcd
1344,Grzegorz Krychowiak,pl POL,MF,West Brom,eng Premier League,27,1990,27,20,1641,18.2,0,2,2,0,0,0,2,0,0.8,0.8,1.8,2.6,22,101,25,0,0.11,0.11,0,0.11,0.04,0.1,0.14,0.04,0.14,Matches,580d52dd
1345,Lukas Kübler,de GER,DFMF,Freiburg,de Bundesliga,24,1992,15,13,1151,12.8,0,0,0,0,0,0,3,0,0.1,0.1,0.1,0.2,10,41,30,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,2a29eb9b
1346,Jasmin Kurtić,si SVN,MFFW,SPAL,it Serie A,28,1989,16,16,1440,16,1,0,1,1,0,0,5,0,1,1,0.8,1.8,23,63,50,0.06,0,0.06,0.06,0.06,0.06,0.05,0.11,0.06,0.11,Matches,144607cc
1347,Jasmin Kurtić,si SVN,MF,Atalanta,it Serie A,28,1989,14,7,662,7.4,2,0,2,2,0,0,2,0,1.5,1.5,0.3,1.8,19,21,43,0.27,0,0.27,0.27,0.27,0.2,0.04,0.24,0.2,0.24,Matches,144607cc
1348,Layvin Kurzawa,fr FRA,DF,Paris S-G,fr Ligue 1,24,1992,20,19,1704,18.9,2,1,3,2,0,0,1,0,1.3,1.3,1.6,2.9,42,53,152,0.11,0.05,0.16,0.11,0.16,0.07,0.08,0.15,0.07,0.15,Matches,41e7ef1c
1349,Filip Kusić,rs SRB,DFMF,Köln,de Bundesliga,21,1996,1,0,15,0.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,de1a2530
1350,Zdravko Kuzmanović,rs SRB,MF,Málaga,es La Liga,29,1987,8,6,480,5.3,0,1,1,0,0,0,4,2,0.1,0.1,0.6,0.7,5,40,5,0,0.19,0.19,0,0.19,0.02,0.11,0.13,0.02,0.13,Matches,6df0dc74
1351,Han Kwang-song,kp PRK,FW,Cagliari,it Serie A,18,1998,7,3,277,3.1,0,0,0,0,0,0,0,0,0.2,0.2,0.1,0.3,3,4,27,0,0,0,0,0,0.08,0.02,0.1,0.08,0.1,Matches,87243064
1352,Enock Kwateng,fr FRA,DF,Nantes,fr Ligue 1,20,1997,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,Matches,4bf69118
1353,Alberto de la Bella,es ESP,DF,Real Sociedad,es La Liga,31,1985,17,17,1528,17,0,1,1,0,0,0,4,0,0.2,0.2,1.1,1.3,38,59,101,0,0.06,0.06,0,0.06,0.01,0.07,0.08,0.01,0.08,Matches,8497faf7
1354,Rajiv van La Parra,nl NED,FWMF,Huddersfield,eng Premier League,26,1991,33,26,2137,23.7,3,0,3,2,1,1,3,1,3.1,2.3,0.9,3.2,114,65,136,0.13,0,0.13,0.08,0.08,0.13,0.04,0.17,0.1,0.13,Matches,1931bde9
1355,Brighton Labeau,mq MTQ,FW,Amiens,fr Ligue 1,21,1996,2,0,23,0.3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,f45cf4f7
1356,Gaëtan Laborde,fr FRA,FW,Bordeaux,fr Ligue 1,23,1994,20,10,957,10.6,3,0,3,2,1,1,1,0,4.2,3.4,0.4,3.8,22,16,72,0.28,0,0.28,0.19,0.19,0.4,0.03,0.43,0.32,0.36,Matches,7cdda3bf
1357,Alexandre Lacazette,fr FRA,FW,Arsenal,eng Premier League,26,1991,32,26,2202,24.5,14,4,18,12,2,2,1,0,13.7,12.1,4.4,16.5,39,59,233,0.57,0.16,0.74,0.49,0.65,0.56,0.18,0.74,0.49,0.67,Matches,9dbb75ca
1358,Mehdi Lacen,dz ALG,MF,Málaga,es La Liga,33,1984,15,12,1056,11.7,0,0,0,0,0,0,2,0,0.2,0.2,0.4,0.6,5,54,12,0,0,0,0,0,0.02,0.04,0.05,0.02,0.05,Matches,a3a306f6
1359,Mehdi Lacen,dz ALG,MF,Getafe,es La Liga,33,1984,4,0,62,0.7,0,0,0,0,0,0,1,0,0.1,0.1,0,0.1,0,4,2,0,0,0,0,0,0.11,0,0.11,0.11,0.11,Matches,a3a306f6
1360,Léo Lacroix,ch SUI,DF,Saint-Étienne,fr Ligue 1,25,1992,11,8,775,8.6,0,0,0,0,0,0,3,1,0.8,0.8,0.1,1,4,21,1,0,0,0,0,0,0.1,0.01,0.11,0.1,0.11,Matches,5984e9f9
1361,Freddie Ladapo,eng ENG,FW,Crystal Palace,eng Premier League,24,1993,1,0,17,0.2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,Matches,da2b8db3
1362,Alban Lafont,fr FRA,GK,Toulouse,fr Ligue 1,18,1999,38,38,3420,38,0,0,0,0,0,0,3,0,0.1,0.1,0,0.1,0,3,0,0,0,0,0,0,0,0,0,0,0,Matches,4e7db402
1363,Víctor Laguardia,es ESP,DF,Alavés,es La Liga,27,1989,17,17,1530,17,2,0,2,2,0,0,3,0,0.5,0.5,0.2,0.7,6,44,0,0.12,0,0.12,0.12,0.12,0.03,0.01,0.04,0.03,0.04,Matches,b7c99b9b
1364,Konrad Laimer,at AUT,DFMF,RB Leipzig,de Bundesliga,20,1997,22,14,1337,14.9,0,2,2,0,0,0,2,0,0.2,0.2,1.7,1.9,23,86,56,0,0.13,0.13,0,0.13,0.01,0.11,0.13,0.01,0.13,Matches,c1b7847c
1365,Kenny Lala,fr FRA,DF,Strasbourg,fr Ligue 1,25,1991,31,30,2723,30.3,3,4,7,0,3,3,5,1,2.8,0.5,2,2.5,111,168,71,0.1,0.13,0.23,0,0.13,0.09,0.07,0.16,0.02,0.08,Matches,770d7eb8
1366,Adam Lallana,eng ENG,MFFW,Liverpool,eng Premier League,29,1988,12,1,308,3.4,0,0,0,0,0,0,1,0,1.5,1.5,0.4,1.8,12,33,38,0,0,0,0,0,0.55,0.13,0.68,0.55,0.68,Matches,99813635
1367,Eugenio Lamanna,it ITA,GK,Genoa,it Serie A,27,1989,1,1,90,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,Matches,349601c3
1368,Érik Lamela,ar ARG,FWMF,Tottenham,eng Premier League,25,1992,25,7,843,9.4,2,2,4,2,0,0,4,0,3.4,3.4,2,5.4,30,46,116,0.21,0.21,0.43,0.21,0.43,0.37,0.21,0.57,0.37,0.57,Matches,abe66106
1369,Ádám Lang,hu HUN,DF,Dijon,fr Ligue 1,24,1993,3,3,232,2.6,0,0,0,0,0,0,1,1,0,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,Matches,8614496d
1370,Sebastian Langkamp,de GER,DF,Hertha BSC,de Bundesliga,29,1988,12,11,955,10.6,0,0,0,0,0,0,2,0,0.3,0.3,0,0.4,1,41,1,0,0,0,0,0,0.03,0,0.03,0.03,0.03,Matches,74d70fb5
1371,Sebastian Langkamp,de GER,DF,Werder Bremen,de Bundesliga,29,1988,9,5,411,4.6,0,0,0,0,0,0,2,0,0.7,0.7,0.1,0.8,0,17,1,0,0,0,0,0,0.16,0.02,0.17,0.16,0.17,Matches,74d70fb5
1372,Manuel Lanzini,ar ARG,MFFW,West Ham,eng Premier League,24,1993,27,23,2042,22.7,5,6,11,5,0,1,4,0,3.9,3.1,4.1,7.2,65,156,96,0.22,0.26,0.48,0.22,0.48,0.17,0.18,0.35,0.14,0.32,Matches,26f6dca8
1373,Gianluca Lapadula,pe PER,FW,Genoa,it Serie A,27,1990,28,13,1495,16.6,6,1,7,3,3,4,3,0,10.5,7.3,1.3,8.6,12,17,110,0.36,0.06,0.42,0.18,0.24,0.63,0.08,0.71,0.44,0.52,Matches,2ead2809
1374,Aymeric Laporte,es ESP,DF,Manchester City,eng Premier League,23,1994,9,9,806,9,0,0,0,0,0,0,1,0,0.1,0.1,0.1,0.2,15,72,5,0,0,0,0,0,0.01,0.01,0.02,0.01,0.02,Matches,119b9a8e
1375,Aymeric Laporte,es ESP,DF,Athletic Club,es La Liga,23,1994,19,19,1710,19,0,1,1,0,0,0,5,0,0.7,0.7,0.9,1.6,14,74,5,0,0.05,0.05,0,0.05,0.04,0.05,0.09,0.04,0.09,Matches,119b9a8e
1376,Danilo Larangeira,br BRA,DF,Udinese,it Serie A,33,1984,32,32,2775,30.8,1,0,1,1,0,0,8,0,1.3,1.3,0.2,1.5,5,62,3,0.03,0,0.03,0.03,0.03,0.04,0.01,0.05,0.04,0.05,Matches,fed5f993
1377,Kevin Lasagna,it ITA,FW,Udinese,it Serie A,24,1992,29,26,2130,23.7,12,2,14,12,0,0,1,0,11.3,11.3,0.6,11.9,48,35,177,0.51,0.08,0.59,0.51,0.59,0.48,0.03,0.5,0.48,0.5,Matches,09538fdb
1378,Jamaal Lascelles,eng ENG,DF,Newcastle Utd,eng Premier League,23,1993,33,32,2928,32.5,3,0,3,3,0,0,5,0,1.1,1.1,0.7,1.8,17,73,10,0.09,0,0.09,0.09,0.09,0.03,0.02,0.05,0.03,0.05,Matches,450ab6fc
1379,Paul Lasne,fr FRA,MF,Montpellier,fr Ligue 1,28,1989,37,34,3062,34,1,2,3,1,0,0,10,0,1.4,1.4,2.5,3.9,70,242,89,0.03,0.06,0.09,0.03,0.09,0.04,0.07,0.11,0.04,0.11,Matches,542cc80f
1380,Borja Lasso,es ESP,MF,Sevilla,es La Liga,23,1994,1,1,53,0.6,0,0,0,0,0,0,0,0,0,0,0.1,0.1,1,5,2,0,0,0,0,0,0,0.15,0.15,0,0.15,Matches,d9faee7e
1381,Toni Lato,es ESP,DFMF,Valencia,es La Liga,19,1997,16,9,797,8.9,0,1,1,0,0,0,4,0,0.1,0.1,1.3,1.3,9,28,26,0,0.11,0.11,0,0.11,0.01,0.14,0.15,0.01,0.15,Matches,8e088e04
